country-year;population;generation
Montenegro2001;86210;Boomers
Montenegro2001;43461;Millenials
Montenegro2001;58144;Silent
Montenegro2001;14322;Silent
Montenegro2001;50621;Millenials
Montenegro2001;43146;Generation X
Montenegro2001;85940;Boomers
Montenegro2001;46337;Millenials
Montenegro2001;49448;Silent
Montenegro2001;8801;Silent
Montenegro2002;48660;Millenials
Montenegro2002;43578;Generation X
Montenegro2002;86210;Boomers
Montenegro2002;43461;Millenials
Montenegro2002;58144;Silent
Montenegro2002;14322;Silent
Montenegro2002;50621;Millenials
Montenegro2002;43146;Generation X
Montenegro2002;85940;Boomers
Montenegro2002;46337;Millenials
Montenegro2002;49448;Silent
Montenegro2002;8801;Silent
Montenegro2003;48662;Millenials
Montenegro2003;43857;Generation X
Montenegro2003;86276;Boomers
Montenegro2003;43122;Millenials
Montenegro2003;58393;Silent
Montenegro2003;14696;Silent
Montenegro2003;50688;Millenials
Montenegro2003;43303;Generation X
Montenegro2003;86015;Boomers
Montenegro2003;46019;Millenials
Montenegro2003;49464;Silent
Montenegro2003;9193;Silent
Montenegro2004;48581;Millenials
Montenegro2004;44333;Generation X
Montenegro2004;86342;Boomers
Montenegro2004;42415;Millenials
Montenegro2004;59168;Silent
Montenegro2004;15351;Silent
Montenegro2004;50659;Millenials
Montenegro2004;43672;Generation X
Montenegro2004;86065;Boomers
Montenegro2004;45411;Millenials
Montenegro2004;49788;Silent
Montenegro2004;9838;Silent
Montenegro2005;10389;Silent
Montenegro2005;50541;Silent
Montenegro2005;16010;Silent
Montenegro2005;44188;Generation X
Montenegro2005;85719;Boomers
Montenegro2005;60185;Silent
Montenegro2005;86115;Boomers
Montenegro2005;44869;Generation X
Montenegro2005;48228;Millenials
Montenegro2005;50447;Millenials
Montenegro2005;41763;Millenials
Montenegro2005;44778;Millenials
Montenegro2006;47824;Millenials
Montenegro2006;45421;Generation X
Montenegro2006;86005;Boomers
Montenegro2006;41138;Millenials
Montenegro2006;61112;Silent
Montenegro2006;16606;Silent
Montenegro2006;50183;Millenials
Montenegro2006;44741;Generation X
Montenegro2006;85461;Boomers
Montenegro2006;44115;Millenials
Montenegro2006;51354;Silent
Montenegro2006;10925;Silent
Montenegro2007;11416;Silent
Montenegro2007;52283;Silent
Montenegro2007;17124;Silent
Montenegro2007;85387;Boomers
Montenegro2007;45516;Generation X
Montenegro2007;61941;Silent
Montenegro2007;86182;Boomers
Montenegro2007;49885;Millenials
Montenegro2007;46000;Generation X
Montenegro2007;43529;Generation Z
Montenegro2007;47411;Millenials
Montenegro2007;40570;Generation Z
Montenegro2008;11937;Silent
Montenegro2008;53422;Silent
Montenegro2008;17836;Silent
Montenegro2008;85049;Boomers
Montenegro2008;62838;Silent
Montenegro2008;46505;Generation X
Montenegro2008;86228;Boomers
Montenegro2008;49423;Millenials
Montenegro2008;46653;Generation X
Montenegro2008;43139;Generation Z
Montenegro2008;46646;Millenials
Montenegro2008;40277;Generation Z
Montenegro2009;12568;Silent
Montenegro2009;54561;Silent
Montenegro2009;84584;Boomers
Montenegro2009;18663;Silent
Montenegro2009;63879;Silent
Montenegro2009;86065;Boomers
Montenegro2009;48709;Millenials
Montenegro2009;47127;Generation X
Montenegro2009;42803;Generation Z
Montenegro2009;45885;Millenials
Montenegro2009;47403;Generation X
Montenegro2009;39987;Generation Z
Netherlands1985;258800;G.I. Generation
Netherlands1985;1108000;G.I. Generation
Netherlands1985;1877900;Silent
Netherlands1985;1202800;Boomers
Netherlands1985;1297300;G.I. Generation
Netherlands1985;1792300;Silent
Netherlands1985;474300;G.I. Generation
Netherlands1985;1278200;Generation X
Netherlands1985;1156600;Boomers
Netherlands1985;1226200;Generation X
Netherlands1985;995000;Generation X
Netherlands1985;950900;Generation X
Netherlands1986;261600;G.I. Generation
Netherlands1986;1121600;G.I. Generation
Netherlands1986;1912900;Silent
Netherlands1986;1217600;Boomers
Netherlands1986;1308200;G.I. Generation
Netherlands1986;486100;G.I. Generation
Netherlands1986;1825100;Silent
Netherlands1986;1171300;Boomers
Netherlands1986;1276700;Generation X
Netherlands1986;1224400;Generation X
Netherlands1986;966300;Generation X
Netherlands1986;923700;Generation X
Netherlands1987;265500;G.I. Generation
Netherlands1987;1134600;G.I. Generation
Netherlands1987;1950400;Silent
Netherlands1987;1233700;Boomers
Netherlands1987;1318400;G.I. Generation
Netherlands1987;499000;G.I. Generation
Netherlands1987;1860400;Silent
Netherlands1987;1186400;Boomers
Netherlands1987;1268600;Generation X
Netherlands1987;1216200;Generation X
Netherlands1987;942700;Generation X
Netherlands1987;901100;Generation X
Netherlands1988;270900;G.I. Generation
Netherlands1988;1145800;G.I. Generation
Netherlands1988;1251700;Boomers
Netherlands1988;1988500;Silent
Netherlands1988;1325500;G.I. Generation
Netherlands1988;513300;G.I. Generation
Netherlands1988;1897600;Silent
Netherlands1988;1201900;Boomers
Netherlands1988;1250800;Generation X
Netherlands1988;1200100;Generation X
Netherlands1988;925400;Generation X
Netherlands1988;884200;Generation X
Netherlands1989;275900;G.I. Generation
Netherlands1989;1155700;G.I. Generation
Netherlands1989;2026600;Silent
Netherlands1989;1269800;Boomers
Netherlands1989;1330900;G.I. Generation
Netherlands1989;526200;G.I. Generation
Netherlands1989;1935400;Silent
Netherlands1989;1224000;Generation X
Netherlands1989;1218500;Boomers
Netherlands1989;1175200;Generation X
Netherlands1989;916100;Generation X
Netherlands1989;875000;Generation X
Netherlands1990;279100;G.I. Generation
Netherlands1990;1287400;Boomers
Netherlands1990;1167900;G.I. Generation
Netherlands1990;2065400;Silent
Netherlands1990;535700;G.I. Generation
Netherlands1990;1338000;G.I. Generation
Netherlands1990;1976000;Silent
Netherlands1990;1195500;Generation X
Netherlands1990;1232600;Boomers
Netherlands1990;1147300;Generation X
Netherlands1990;915200;Generation X
Netherlands1990;874200;Generation X
Netherlands1991;282200;G.I. Generation
Netherlands1991;1181700;Silent
Netherlands1991;2106700;Boomers
Netherlands1991;1305600;Boomers
Netherlands1991;1346300;Silent
Netherlands1991;544800;G.I. Generation
Netherlands1991;1167200;Generation X
Netherlands1991;2017700;Boomers
Netherlands1991;1245900;Boomers
Netherlands1991;1119900;Generation X
Netherlands1991;918500;Millenials
Netherlands1991;878300;Millenials
Netherlands1992;285300;G.I. Generation
Netherlands1992;1196700;Silent
Netherlands1992;2149600;Boomers
Netherlands1992;1318100;Boomers
Netherlands1992;552700;G.I. Generation
Netherlands1992;2061000;Boomers
Netherlands1992;1355000;Silent
Netherlands1992;1138000;Generation X
Netherlands1992;1256200;Boomers
Netherlands1992;1093300;Generation X
Netherlands1992;885700;Millenials
Netherlands1992;925300;Millenials
Netherlands1993;287400;G.I. Generation
Netherlands1993;1213500;Silent
Netherlands1993;2191300;Boomers
Netherlands1993;1327900;Boomers
Netherlands1993;558500;G.I. Generation
Netherlands1993;1107600;Generation X
Netherlands1993;1366000;Silent
Netherlands1993;2103800;Boomers
Netherlands1993;1265300;Boomers
Netherlands1993;1065900;Generation X
Netherlands1993;933300;Millenials
Netherlands1993;893100;Millenials
Netherlands1994;289300;G.I. Generation
Netherlands1994;1232600;Silent
Netherlands1994;2231800;Boomers
Netherlands1994;1335500;Boomers
Netherlands1994;563200;G.I. Generation
Netherlands1994;2145300;Boomers
Netherlands1994;1072500;Generation X
Netherlands1994;1379300;Silent
Netherlands1994;1273100;Boomers
Netherlands1994;1033300;Generation X
Netherlands1994;941100;Millenials
Netherlands1994;900700;Millenials
Netherlands1995;295400;G.I. Generation
Netherlands1995;1249500;Silent
Netherlands1995;2270500;Boomers
Netherlands1995;1339800;Generation X
Netherlands1995;573300;G.I. Generation
Netherlands1995;1036300;Generation X
Netherlands1995;1388600;Silent
Netherlands1995;2185200;Boomers
Netherlands1995;1278100;Generation X
Netherlands1995;999100;Generation X
Netherlands1995;949500;Millenials
Netherlands1995;908700;Millenials
Netherlands1996;303800;G.I. Generation
Netherlands1996;2308800;Boomers
Netherlands1996;1336900;Generation X
Netherlands1996;1263600;Silent
Netherlands1996;586600;G.I. Generation
Netherlands1996;1393200;Silent
Netherlands1996;2226800;Boomers
Netherlands1996;1006800;Generation X
Netherlands1996;1277700;Generation X
Netherlands1996;971700;Generation X
Netherlands1996;959800;Millenials
Netherlands1996;918000;Millenials
Netherlands1997;311700;G.I. Generation
Netherlands1997;2348800;Boomers
Netherlands1997;1279200;Silent
Netherlands1997;1327000;Generation X
Netherlands1997;598400;G.I. Generation
Netherlands1997;982900;Generation X
Netherlands1997;1399300;Silent
Netherlands1997;2270400;Boomers
Netherlands1997;1271400;Generation X
Netherlands1997;949700;Generation X
Netherlands1997;971900;Millenials
Netherlands1997;929200;Millenials
Netherlands1998;320300;G.I. Generation
Netherlands1998;1308900;Generation X
Netherlands1998;1300000;Silent
Netherlands1998;2387900;Boomers
Netherlands1998;610000;G.I. Generation
Netherlands1998;1410200;Silent
Netherlands1998;967100;Generation X
Netherlands1998;2311100;Boomers
Netherlands1998;1258000;Generation X
Netherlands1998;934500;Generation X
Netherlands1998;984900;Millenials
Netherlands1998;941700;Millenials
Netherlands1999;328400;G.I. Generation
Netherlands1999;2424400;Boomers
Netherlands1999;1326500;Silent
Netherlands1999;1281700;Generation X
Netherlands1999;620800;G.I. Generation
Netherlands1999;1426700;Silent
Netherlands1999;960000;Generation X
Netherlands1999;2348600;Boomers
Netherlands1999;1236700;Generation X
Netherlands1999;927300;Generation X
Netherlands1999;997200;Millenials
Netherlands1999;953700;Millenials
Netherlands2000;335400;G.I. Generation
Netherlands2000;2462006;Boomers
Netherlands2000;1354147;Silent
Netherlands2000;1251135;Generation X
Netherlands2000;1444755;Silent
Netherlands2000;960741;Generation X
Netherlands2000;2386392;Boomers
Netherlands2000;629463;G.I. Generation
Netherlands2000;1212404;Generation X
Netherlands2000;927539;Generation X
Netherlands2000;1006683;Millenials
Netherlands2000;962570;Millenials
Netherlands2001;342815;Silent
Netherlands2001;2481934;Boomers
Netherlands2001;1222239;Generation X
Netherlands2001;1397177;Silent
Netherlands2001;2406952;Boomers
Netherlands2001;636833;Silent
Netherlands2001;968251;Millenials
Netherlands2001;1478539;Silent
Netherlands2001;1188832;Generation X
Netherlands2001;934725;Millenials
Netherlands2001;967153;Millenials
Netherlands2001;1012887;Millenials
Netherlands2002;350179;Silent
Netherlands2002;2481771;Boomers
Netherlands2002;1454558;Silent
Netherlands2002;1191890;Generation X
Netherlands2002;1527586;Silent
Netherlands2002;2409590;Boomers
Netherlands2002;642771;Silent
Netherlands2002;978378;Millenials
Netherlands2002;1164180;Generation X
Netherlands2002;943864;Millenials
Netherlands2002;1015880;Millenials
Netherlands2002;969671;Millenials
Netherlands2003;357715;Silent
Netherlands2003;2483688;Boomers
Netherlands2003;1504780;Silent
Netherlands2003;1157639;Generation X
Netherlands2003;648808;Silent
Netherlands2003;1570271;Silent
Netherlands2003;2416242;Boomers
Netherlands2003;985449;Millenials
Netherlands2003;1137043;Generation X
Netherlands2003;950780;Millenials
Netherlands2003;1018379;Millenials
Netherlands2003;972603;Millenials
Netherlands2004;366987;Silent
Netherlands2004;2492028;Boomers
Netherlands2004;1548535;Silent
Netherlands2004;1118373;Generation X
Netherlands2004;2430075;Boomers
Netherlands2004;656752;Silent
Netherlands2004;1606894;Silent
Netherlands2004;988827;Millenials
Netherlands2004;1105273;Generation X
Netherlands2004;955899;Millenials
Netherlands2004;1021382;Millenials
Netherlands2004;974836;Millenials
Netherlands2005;377913;Silent
Netherlands2005;2502562;Boomers
Netherlands2005;1587471;Silent
Netherlands2005;1078642;Generation X
Netherlands2005;2446316;Boomers
Netherlands2005;1639946;Silent
Netherlands2005;992090;Millenials
Netherlands2005;666329;Silent
Netherlands2005;1071944;Generation X
Netherlands2005;960181;Millenials
Netherlands2005;1021870;Millenials
Netherlands2005;975331;Millenials
Netherlands2006;389546;Silent
Netherlands2006;2508382;Boomers
Netherlands2006;1623656;Silent
Netherlands2006;1044859;Generation X
Netherlands2006;996333;Millenials
Netherlands2006;1670944;Silent
Netherlands2006;2458615;Boomers
Netherlands2006;676057;Silent
Netherlands2006;1042374;Generation X
Netherlands2006;963837;Millenials
Netherlands2006;974095;Millenials
Netherlands2006;1019999;Millenials
Netherlands2007;401873;Silent
Netherlands2007;2508053;Boomers
Netherlands2007;1660580;Silent
Netherlands2007;1018680;Generation X
Netherlands2007;1703333;Silent
Netherlands2007;1003453;Millenials
Netherlands2007;2464793;Boomers
Netherlands2007;686244;Silent
Netherlands2007;1017477;Generation X
Netherlands2007;970052;Millenials
Netherlands2007;1018393;Generation Z
Netherlands2007;972473;Generation Z
Netherlands2008;414420;Silent
Netherlands2008;2502579;Boomers
Netherlands2008;1698728;Silent
Netherlands2008;1005566;Generation X
Netherlands2008;1737666;Silent
Netherlands2008;2464321;Boomers
Netherlands2008;1014326;Millenials
Netherlands2008;696023;Silent
Netherlands2008;1001975;Generation X
Netherlands2008;980609;Millenials
Netherlands2008;1018474;Generation Z
Netherlands2008;972276;Generation Z
Netherlands2009;427097;Silent
Netherlands2009;2493610;Boomers
Netherlands2009;1737021;Silent
Netherlands2009;1003333;Generation X
Netherlands2009;2458921;Boomers
Netherlands2009;1025904;Millenials
Netherlands2009;1773158;Silent
Netherlands2009;705088;Silent
Netherlands2009;996321;Generation X
Netherlands2009;991956;Millenials
Netherlands2009;1017952;Generation Z
Netherlands2009;971815;Generation Z
Netherlands2010;2479310;Generation X
Netherlands2010;1774913;Silent
Netherlands2010;440573;Silent
Netherlands2010;1005583;Generation X
Netherlands2010;1034368;Millenials
Netherlands2010;2448571;Generation X
Netherlands2010;1809756;Silent
Netherlands2010;714774;Silent
Netherlands2010;997025;Generation X
Netherlands2010;1000536;Millenials
Netherlands2010;1015895;Generation Z
Netherlands2010;970105;Generation Z
Netherlands2011;2459735;Generation X
Netherlands2011;455083;Silent
Netherlands2011;1813398;Boomers
Netherlands2011;1010996;Millenials
Netherlands2011;1847013;Boomers
Netherlands2011;2433362;Generation X
Netherlands2011;1039605;Millenials
Netherlands2011;1002441;Millenials
Netherlands2011;724633;Silent
Netherlands2011;1004949;Millenials
Netherlands2011;1013127;Generation Z
Netherlands2011;967820;Generation Z
Netherlands2012;2436155;Generation X
Netherlands2012;469742;Silent
Netherlands2012;1852538;Boomers
Netherlands2012;1017789;Millenials
Netherlands2012;2414858;Generation X
Netherlands2012;1885068;Boomers
Netherlands2012;1041845;Millenials
Netherlands2012;734017;Silent
Netherlands2012;1008927;Millenials
Netherlands2012;1006742;Millenials
Netherlands2012;1008342;Generation Z
Netherlands2012;963480;Generation Z
Netherlands2013;2410644;Generation X
Netherlands2013;485554;Silent
Netherlands2013;1890352;Boomers
Netherlands2013;1024168;Millenials
Netherlands2013;1922945;Boomers
Netherlands2013;1044562;Millenials
Netherlands2013;2394702;Generation X
Netherlands2013;744083;Silent
Netherlands2013;1009345;Millenials
Netherlands2013;1014090;Millenials
Netherlands2013;1002074;Generation Z
Netherlands2013;956989;Generation Z
Netherlands2014;2410644;Generation X
Netherlands2014;1890352;Boomers
Netherlands2014;485554;Silent
Netherlands2014;1024168;Millenials
Netherlands2014;1922945;Boomers
Netherlands2014;2394702;Generation X
Netherlands2014;744083;Silent
Netherlands2014;1044562;Millenials
Netherlands2014;1014090;Millenials
Netherlands2014;1009345;Millenials
Netherlands2014;956989;Generation Z
Netherlands2014;1002074;Generation Z
Netherlands2015;523197;Silent
Netherlands2015;1966083;Boomers
Netherlands2015;2362263;Generation X
Netherlands2015;1045012;Millenials
Netherlands2015;1998082;Boomers
Netherlands2015;2353550;Generation X
Netherlands2015;1058675;Millenials
Netherlands2015;770107;Silent
Netherlands2015;1030867;Millenials
Netherlands2015;1018674;Millenials
Netherlands2015;943082;Generation Z
Netherlands2015;987750;Generation Z
Netherlands2016;541327;Silent
Netherlands2016;2004642;Boomers
Netherlands2016;2341693;Generation X
Netherlands2016;1061905;Millenials
Netherlands2016;781301;Silent
Netherlands2016;2037375;Boomers
Netherlands2016;2334777;Generation X
Netherlands2016;1067719;Millenials
Netherlands2016;1043372;Millenials
Netherlands2016;1025443;Millenials
New Zealand1985;46900;G.I. Generation
New Zealand1985;235700;G.I. Generation
New Zealand1985;255400;Boomers
New Zealand1985;305400;Generation X
New Zealand1985;371200;Silent
New Zealand1985;259300;G.I. Generation
New Zealand1985;364600;Silent
New Zealand1985;291600;Generation X
New Zealand1985;259100;Boomers
New Zealand1985;81500;G.I. Generation
New Zealand1985;272300;Generation X
New Zealand1985;282800;Generation X
New Zealand1986;49400;G.I. Generation
New Zealand1986;376100;Silent
New Zealand1986;237900;G.I. Generation
New Zealand1986;296200;Generation X
New Zealand1986;258000;Boomers
New Zealand1986;84000;G.I. Generation
New Zealand1986;259200;G.I. Generation
New Zealand1986;373800;Silent
New Zealand1986;286900;Generation X
New Zealand1986;262300;Boomers
New Zealand1986;265700;Generation X
New Zealand1986;276600;Generation X
New Zealand1987;51100;G.I. Generation
New Zealand1987;295500;Generation X
New Zealand1987;262900;Boomers
New Zealand1987;238500;G.I. Generation
New Zealand1987;384800;Silent
New Zealand1987;86700;G.I. Generation
New Zealand1987;269900;Boomers
New Zealand1987;381900;Silent
New Zealand1987;286500;Generation X
New Zealand1987;260500;G.I. Generation
New Zealand1987;269800;Generation X
New Zealand1987;259000;Generation X
New Zealand1988;52400;G.I. Generation
New Zealand1988;291700;Generation X
New Zealand1988;238700;G.I. Generation
New Zealand1988;267600;Boomers
New Zealand1988;390900;Silent
New Zealand1988;89500;G.I. Generation
New Zealand1988;274400;Boomers
New Zealand1988;261500;G.I. Generation
New Zealand1988;285700;Generation X
New Zealand1988;387600;Silent
New Zealand1988;263500;Generation X
New Zealand1988;251700;Generation X
New Zealand1989;285400;Generation X
New Zealand1989;54400;G.I. Generation
New Zealand1989;267800;Boomers
New Zealand1989;396900;Silent
New Zealand1989;240700;G.I. Generation
New Zealand1989;261100;G.I. Generation
New Zealand1989;276100;Boomers
New Zealand1989;283000;Generation X
New Zealand1989;398000;Silent
New Zealand1989;260100;Generation X
New Zealand1989;92200;G.I. Generation
New Zealand1989;248100;Generation X
New Zealand1990;283700;Generation X
New Zealand1990;56000;G.I. Generation
